=== ЭКСПОРТ ДКП | 10.06.2026 22:21:05 ===
Диапазон мест: с 1 по 1027
Всего игроков: 1027
========================================================================================================================

Ник: Joker不屈01 | Убийства T4: 12 977 487 | Убийства T5: 8 249 828 | Всего убийств (T4+T5): 21 227 315 | Смерти T4: 0 | Смерти T5: 518 003 | Всего смертей (T4+T5): 518 003 | Вылечено:  | ДКП: 310 311 520
Ник: 阴阳 MoqoyF1 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Thợ Fam F1 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: HaggardF2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: BaByQueenF3 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ɢxAnarhist | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Andreev F1 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ˢᵈBaByQueenF | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Smokc 6601 farm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: HaggardF1 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ˢᵃkaos | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: fаrmsеrdцe | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Commo | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: EAntip | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: 阴阳 MoqoyF2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: RetrieverFarm2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Acme đâyyy | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Matamoros777 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Thợ Fam F2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Smokc 6602 farm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: FRANCE 01 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Phoenix Malum | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ᴷᴿ Зая | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: gosha boss | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ChefFar | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Regent F2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Spark帝7 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: farmСерdце | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: fYarilo | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Mr Long K1 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Nfaqoth | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ᵀᴾ 忲笙 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Spark帝10 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Ferdinand I I I | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Smokc 6603 farm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Spark帝6 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: C Duc farm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Leonid 86 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: 203319700 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Thợ Fam F3 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Thợ Fam F5 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Thợ Fam F4 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Andreev F2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: F7 Toji | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Ху 23см | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ông kẹ fram | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: TÜRKİYE 05 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ˢᵈAnorexia | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: GmnWonF不屈01 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: F6 Toji | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Centyi | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: PlayerSoLo | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: MrDennyy | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: EisenhF1丨1 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Smokc 6604 farm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: 阴阳 SwiftK | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ᵂᵂ ANTIKfrm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Ragnarök2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: 阴阳 MoqoyF3 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: BURNING FARM 12 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ᴮᴷ Z E E | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: BURNING FARM 1 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: farmserdцe | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Vog001 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: farmserdце | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: EisenhF1丨2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: calibrox | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: VOLK90 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Caillin F2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Aynokodji912 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: no minamoto288 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Acme đây | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Spark帝11 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: АVメsositedima | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
